lusid_identifier,date_(DD/MM/YYYY),market_value,returns,portfolio_scope,performance_scope,performance_code
ABC,09/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,10/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,10/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,10/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,11/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,11/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,11/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,12/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,12/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,12/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,13/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,13/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,13/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,14/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,14/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,14/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,15/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,15/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,15/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,16/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,16/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,16/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,17/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,17/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,17/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,17/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,17/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,17/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,18/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,18/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,18/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,18/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,18/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,18/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,19/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,19/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,19/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,19/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,19/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,19/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,20/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,20/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,20/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,20/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,20/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,20/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,21/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,21/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,21/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,21/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,21/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,21/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,22/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,22/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,22/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,22/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,22/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,22/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,23/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,23/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,23/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,23/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,23/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,23/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,24/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,24/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,24/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,24/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,24/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,24/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,25/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,25/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,25/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,25/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,25/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,25/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,26/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,26/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,26/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,26/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,26/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,26/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,27/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,27/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,27/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,27/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,27/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,27/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,28/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,28/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,28/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,28/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,28/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,28/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,29/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,29/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,29/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,29/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,29/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,29/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,30/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,30/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,30/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,30/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,30/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,30/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,31/03/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,31/03/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,31/03/2010,10008,0.004633162,returns-load,external-reported,total
ABC,31/03/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,31/03/2010,10008,0.004633162,returns-load,external-reported,income
ABC,31/03/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,01/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,01/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,01/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,01/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,01/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,01/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,02/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,02/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,02/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,02/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,02/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,02/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,03/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,03/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,03/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,03/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,03/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,03/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,04/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,04/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,04/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,04/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,04/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,04/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,05/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,05/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,05/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,05/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,05/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,05/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,06/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,06/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,06/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,06/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,06/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,06/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,07/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,07/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,07/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,07/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,07/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,07/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,08/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,08/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,08/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,08/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,08/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,08/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,09/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,09/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,09/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,09/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,09/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,09/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,10/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,10/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,10/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,10/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,10/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,10/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,11/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,11/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,11/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,11/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,11/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,11/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,12/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,12/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,12/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,12/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,12/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,12/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,13/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,13/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,13/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,13/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,13/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,13/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,14/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,14/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,14/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,14/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,14/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,14/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,15/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,15/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,15/04/2010,10008,0.004633162,returns-load,external-reported,total
ABC,15/04/2010,10008,0.004633162,returns-load,external-reported,growth
ABC,15/04/2010,10008,0.004633162,returns-load,external-reported,income
ABC,15/04/2010,10008,0.004633162,returns-load,benchmark-index-level,total
ABC,16/04/2010,10008,0.004633162,returns-load,gross-of-fees,total
ABC,16/04/2010,10008,0.004633162,returns-load,net-of-fees,total
ABC,16/04/2010,10008,0.004633162,returns-load,external-reported,total
